--------------------
BDMEP - INMET
--------------------
Estação           : BARREIRAS - BA (OMM: 83236)
Latitude  (graus) : -12.15
Longitude (graus) : -45
Altitude  (metros): 439.29
Estação Operante
Inicio de operação: 01/01/1924
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;
83236;31/05/2005;0000;0;1.72043;
83236;30/06/2005;0000;0;1.69;
83236;31/07/2005;0000;0;1.674194;
83236;31/08/2005;0000;0;1.526374;
83236;30/09/2005;0000;5;1.906667;
83236;31/10/2005;0000;0;1.706452;
83236;30/11/2005;0000;5;1.762543;
83236;31/12/2005;0000;0;1.473118;
83236;31/01/2006;0000;0;1.452688;
83236;28/02/2006;0000;0;1.115476;
83236;31/03/2006;0000;0;1.137634;
83236;30/04/2006;0000;0;1.151111;
83236;31/05/2006;0000;0;1.211828;
83236;30/06/2006;0000;0;1.454444;
83236;31/07/2006;0000;23;1.456989;
83236;31/08/2006;0000;0;1.665591;
83236;30/09/2006;0000;0;1.751111;
83236;31/10/2006;0000;0;1.563441;
83236;30/11/2006;0000;0;1.314444;
83236;31/12/2006;0000;0;1.148387;
83236;31/01/2007;0000;0;1.211828;
83236;28/02/2007;0000;0;1.346429;
83236;31/03/2007;0000;0;1.273913;
83236;30/04/2007;0000;0;1.144944;
83236;31/05/2007;0000;0;1.25914;
83236;30/06/2007;0000;0;1.641111;
83236;31/07/2007;0000;0;1.286022;
83236;31/08/2007;0000;14;2.473118;
83236;30/09/2007;0000;5;2.216667;
83236;31/10/2007;0000;5;2.076344;
83236;30/11/2007;0000;0;1.699543;
83236;31/12/2007;0000;0;1.362366;
83236;31/01/2008;0000;0;1.111552;
83236;29/02/2008;0000;0;1.069156;
83236;31/03/2008;0000;0;1.077419;
83236;30/04/2008;0000;0;1.214136;
83236;31/05/2008;0000;0;1.011075;
83236;30/06/2008;0000;14;1.463333;
83236;31/07/2008;0000;0;1.609677;
83236;31/08/2008;0000;0;1.612125;
83236;30/09/2008;0000;5;1.892222;
83236;31/10/2008;0000;5;2.232258;
83236;30/11/2008;0000;0;1.495556;
83236;31/12/2008;0000;0;1.404301;
83236;31/01/2009;0000;0;1.290323;
83236;28/02/2009;0000;0;1.121429;
83236;31/03/2009;0000;0;1.010753;
83236;30/04/2009;0000;0;0.93;
83236;31/05/2009;0000;0;1.023656;
83236;30/06/2009;0000;0;0.858889;
83236;31/07/2009;0000;0;1.04086;
83236;31/08/2009;0000;0;1.537634;
83236;30/09/2009;0000;5;1.677778;
83236;31/07/2010;0000;18;1.72623;
83236;31/08/2010;0000;18;1.417742;
83236;30/09/2010;0000;18;2.195;
83236;31/10/2010;0000;5;1.783871;
83236;30/11/2010;0000;23;1.328333;
83236;31/12/2010;0000;23;1.127419;
83236;31/01/2011;0000;0;0.809677;
83236;28/02/2011;0000;18;0.996429;
83236;31/03/2011;0000;0;0.841935;
83236;30/04/2011;0000;18;0.91;
83236;31/05/2011;0000;14;0.985484;
83236;30/06/2011;0000;23;0.91;
83236;31/07/2011;0000;23;0.941935;
83236;31/08/2011;0000;0;0.970968;
83236;30/09/2011;0000;14;1.741667;
83236;31/10/2011;0000;23;1.422951;
83236;30/11/2011;0000;0;0.801724;
83236;31/12/2011;0000;23;0.84918;
83236;31/01/2012;0000;23;0.908065;
83236;29/02/2012;0000;23;1.286207;
83236;31/03/2012;0000;23;0.803226;
83236;30/04/2012;0000;0;0.616667;
83236;31/05/2012;0000;23;1.254839;
83236;30/06/2012;0000;0;0.835;
83236;31/07/2012;0000;23;0.96129;
83236;31/08/2012;0000;14;1.919355;
83236;30/09/2012;0000;5;2.059322;
83236;31/10/2012;0000;5;1.877419;
83236;30/11/2012;0000;5;1.106667;
83236;31/12/2012;0000;0;0.958065;
83236;31/01/2013;0000;23;1.185484;
83236;28/02/2013;0000;23;0.867857;
83236;31/03/2013;0000;0;0.6;
83236;30/04/2013;0000;23;1.048333;
83236;31/05/2013;0000;23;0.939286;
83236;30/06/2013;0000;23;0.896667;
83236;31/07/2013;0000;23;1.11129;
83236;31/08/2013;0000;23;1.401613;
83236;30/09/2013;0000;5;2.274576;
83236;31/10/2013;0000;23;1.811475;
83236;30/11/2013;0000;5;1.379661;
83236;31/12/2013;0000;5;0.981667;
83236;31/01/2014;0000;23;0.86;
83236;28/02/2014;0000;0;0.530769;
83236;31/03/2014;0000;0;0.58871;
83236;30/04/2014;0000;0;0.738333;
83236;31/05/2014;0000;23;0.759322;
83236;30/06/2014;0000;23;1.10678;
83236;31/07/2014;0000;23;1.582456;
83236;31/08/2014;0000;5;1.38871;
83236;30/09/2014;0000;5;1.975;
83236;30/11/2014;0000;5;1.769492;
83236;31/12/2014;0000;5;1.473016;
83236;31/01/2015;0000;23;1.02888;
83236;28/02/2015;0000;0;0.888578;
83236;31/03/2015;0000;0;0.829742;
83236;30/04/2015;0000;0;0.68592;
83236;31/05/2015;0000;23;0.954203;
83236;30/06/2015;0000;23;1.15749;
83236;31/07/2015;0000;23;1.385669;
83236;31/08/2015;0000;14;1.476941;
83236;30/09/2015;0000;5;1.526172;
83236;31/10/2015;0000;5;2.108361;
83236;31/12/2015;0000;;1.141806;
83236;31/01/2016;0000;5;1.25291;
83236;29/02/2016;0000;0;1.146208;
83236;31/03/2016;0000;23;0.879526;
83236;31/05/2016;0000;23;0.818044;
83236;30/06/2016;0000;23;1.246863;
83236;31/07/2016;0000;14;1.231283;
83236;31/08/2016;0000;5;1.340917;
83236;30/09/2016;0000;5;2.075199;
83236;31/10/2016;0000;5;1.925001;
83236;30/11/2016;0000;23;1.380414;
83236;31/12/2016;0000;5;0.912716;
83236;31/01/2017;0000;;1.188095;
83236;28/02/2017;0000;23;1.096429;
83236;31/03/2017;0000;23;0.9;
83236;30/04/2017;0000;23;0.918644;
83236;31/05/2017;0000;23;0.964516;
83236;30/06/2017;0000;14;1.231667;
83236;31/07/2017;0000;14;1.86129;
83236;31/08/2017;0000;0;1.211475;
83236;30/09/2017;0000;5;2.49146;
83236;31/10/2017;0000;5;2.232006;
83236;30/11/2017;0000;5;1.491004;
